
2466	  53000	5 5 0 2 5 6 2 5 3 5 5 4 4 5 6 6 6 3 4 6 1 5 6 5 6 6 6     130000      32000     250000 
3258	  29287	0 5 6 1 2 6 2 2 6 3 5 5 3 4 5 4 6 6 4 4 6 5 5 6 5 6 6     250000          0     157143 
3456	  13335	5 0 6 2 1 6 6 2 6 0 3 5 6 3 5 3 4 6 1 4 6 6 5 6 4 5 6      16662     241669     150002 
4545	  11250	6 6 0 6 4 1 6 6 2 5 2 3 5 6 3 6 3 4 6 1 4 6 5 5 6 6 5     150000      12500     243750 
0	5831500	1 0 0 2 0 0 6 0 0 5 0 0 4 0 0 3 0 0 1 0 0 0 0 0 0 0 0     990000          0          0 
99	1294000	2 6 5 0 5 0 0 6 4 0 2 1 0 5 3 0 6 6 0 3 4 0 6 1 0 6 0          0     247500     225000 
198	 828643	4 6 5 5 0 0 3 4 6 3 6 5 3 3 6 5 5 4 4 1 6 3 5 1 2 3 2      41429     167142     218572 
297	 684000	6 2 5 0 2 4 4 4 6 6 1 5 3 2 6 5 6 4 1 6 6 5 6 1 3 2 2     250000      27500     150000 
396	 668875	2 2 4 2 6 3 1 3 1 1 5 3 2 0 5 6 4 1 6 6 6 6 5 6 2 6 4          0     302625     114750 
495	 156000	5 2 2 5 6 6 4 5 6 4 5 4 1 6 3 6 4 0 1 5 3 5 6 5 6 1 6     121000      36000     250000 
594	  55000	3 2 4 6 6 3 5 3 1 5 5 3 6 0 5 4 4 1 5 6 6 6 5 6 1 6 4      70000     250000      90000 
2070	  24092	6 0 2 4 1 3 5 2 0 5 3 3 5 3 5 6 4 1 6 4 6 6 5 6 6 5 4     154546      86365     163635 
5220	  13335	0 2 4 1 6 3 2 0 5 3 3 5 3 5 5 4 1 6 4 6 6 5 6 6 5 4 6      91667     166666     150000 
8190	  11250	1 0 6 2 1 6 3 2 6 4 3 5 5 3 5 6 4 6 6 4 6 6 5 6 6 5 6      12500     243750     150000 
0	3341500	6 0 0 6 0 0 5 0 0 3 0 0 2 0 0 4 0 0 1 0 0 0 0 0 0 0 0     720000          0          0 
99	1644835	0 5 1 0 3 3 0 5 0 0 2 2 0 1 3 0 4 6 0 2 0 0 6 0 0 6 5      26667     493334       3332 
198	 861500	1 4 5 6 6 6 4 2 4 5 3 2 6 2 5 5 4 6 3 6 2 0 6 0 5 5 5     250000     200000          0 
297	 818167	2 6 3 2 4 5 6 6 5 1 4 3 4 6 3 5 0 0 5 6 4 5 1 6 6 4 3     183333     125000     125000 
396	 715150	3 4 0 6 6 3 5 2 6 3 3 1 3 2 4 0 4 5 4 6 5 6 6 5 3 5 6      28050     158300     229500 
495	 631000	3 6 0 3 6 6 4 5 5 1 3 3 4 2 2 1 4 4 5 1 6 5 0 6 6 0 5     114750          0     291750 
594	 597750	5 3 0 6 3 6 4 4 5 6 1 3 0 4 2 2 1 4 1 5 6 4 5 6 6 6 5      27500     113750     272500 
792	 580500	5 3 0 3 3 6 4 4 5 0 1 3 0 4 2 6 1 4 1 5 6 6 5 6 6 6 5      62000      96500     272500 
891	 269500	1 4 4 6 6 5 4 2 6 5 3 3 6 2 0 5 4 6 3 6 3 0 6 6 5 5 3     229500     131500      45500 
1089	 264500	3 0 3 6 6 3 6 5 4 5 3 1 4 2 4 5 4 1 5 6 5 5 6 5 6 5 6      31750     260000     114750 
1188	 176750	2 6 4 0 4 1 6 1 6 5 3 3 4 2 0 5 4 6 5 6 3 5 6 6 6 5 3     152750     133250     122250 
1287	 167001	4 0 6 1 3 6 0 6 2 5 1 3 6 4 2 5 5 4 3 5 6 4 5 6 3 6 5      98666     159667     143000 
1386	 160000	6 3 0 6 6 6 6 4 5 3 1 3 0 4 2 6 1 4 3 5 6 6 5 6 3 6 5      25833     127500     245001 
1485	  65000	5 6 0 2 1 6 5 6 5 4 5 3 6 6 2 0 5 4 6 3 6 1 4 6 4 3 5     100000     155000     145000 
6003	  30386	4 6 3 1 2 2 0 5 3 5 5 4 6 5 6 5 6 0 3 6 6 4 6 1 3 6 4     169231     153846      80769 
6399	  13335	5 0 6 3 1 0 4 2 1 5 3 3 5 3 2 6 4 4 6 4 6 6 5 6 6 5 5     150000      91667     166666 
0	3341500	6 0 0 4 0 0 6 0 0 5 0 0 2 0 0 3 0 0 1 0 0 0 0 0 0 0 0     720000          0          0 
99	1301500	0 4 3 0 6 6 0 3 5 0 2 1 0 5 1 0 1 1 0 6 6 0 0 6 0 5 6          0     450000      50000 
198	1076500	6 0 3 6 0 5 4 4 4 5 0 5 3 0 1 2 0 1 6 0 1 0 0 6 1 0 5     312500          0     162500 
297	 721500	6 1 5 6 4 5 0 4 2 5 5 1 3 3 5 2 6 5 6 6 3 0 3 4 1 6 6     136363     190909     118182 
594	 700667	5 3 2 4 6 2 4 5 1 5 1 5 0 1 2 6 1 3 6 6 3 3 6 2 6 6 4     295833      63333      65001 
693	 611500	4 4 6 0 6 6 1 5 4 3 3 5 6 5 3 5 3 2 5 2 6 5 6 0 6 4 1     150000      90000     170000 
792	 172500	4 5 2 4 1 6 4 4 5 5 5 3 2 0 5 3 6 3 3 6 2 2 3 6 4 6 4      29166     275000     108334 
1089	 160000	4 5 5 6 6 4 3 6 4 2 1 5 5 6 3 1 5 6 6 2 6 0 4 3 5 6 6     225000      37500     137500 
1188	 140000	6 5 3 6 4 5 5 4 3 3 5 2 1 0 5 4 6 1 6 6 6 6 3 0 2 6 5     133332     158334     116666 
1485	  65000	2 5 4 4 1 5 5 4 5 5 5 3 3 0 2 6 6 4 6 6 6 3 3 6 6 6 2      60000     240000     100000 
2079	  61000	2 1 5 4 5 5 3 4 4 5 5 3 3 0 2 6 6 4 6 6 6 3 3 6 6 6 2      48000     250000     106000 
2178	  52500	5 1 4 2 5 5 3 4 5 5 5 3 3 0 2 6 6 4 6 6 6 3 3 6 6 6 2      45000     250000     107500 
2772	  50000	5 5 2 1 6 5 4 4 5 5 3 3 0 5 2 6 3 4 6 2 6 3 6 6 6 4 2     255000      95000      55000 
2970	  30000	4 3 1 5 3 5 5 3 4 3 5 5 2 3 0 4 6 6 6 6 6 6 3 3 2 6 6     130000      22500     257500 
4644	  29286	0 5 6 1 4 3 2 1 5 3 5 3 3 5 0 4 6 4 4 6 6 5 6 6 5 6 2      92856     157142     157144 
7110	  13335	0 6 1 1 4 2 2 5 4 3 5 5 3 5 0 4 6 6 4 6 6 5 3 3 5 6 6      91667     150000     166666 
0	3341500	4 0 0 6 0 0 6 0 0 2 0 0 5 0 0 3 0 0 1 0 0 0 0 0 0 0 0     720000          0          0 
99	 973375	4 4 2 0 5 1 0 3 3 0 6 1 0 2 3 0 5 2 0 6 0 0 6 4 0 1 6      28125     400000      25000 
297	 701503	1 4 3 4 5 3 0 3 5 0 6 3 0 2 4 0 5 0 0 6 4 0 6 6 0 1 2      28571     350000      50000 
396	 573375	4 4 5 5 3 3 3 4 3 6 4 0 2 0 0 5 2 2 6 6 5 6 6 6 1 5 6     256250      81250      84375 
594	 197000	6 6 5 5 4 5 4 3 3 4 6 3 0 2 3 2 5 0 6 6 1 6 6 5 5 1 4     134000     152000     116000 
990	 145000	4 3 5 5 1 4 3 5 5 6 3 6 2 4 5 5 0 6 6 4 6 6 6 0 1 2 3     170000      90000     150000 
1584	  54000	3 4 5 1 5 4 6 3 5 3 6 6 4 2 5 0 5 6 4 6 6 6 6 0 2 1 3      89000     166000     156000 
2565	  15004	5 0 1 5 1 6 5 2 3 5 3 3 5 3 4 6 4 0 6 4 4 6 5 6 6 5 2     155556      11110     238890 
2961	  11250	5 0 4 4 1 6 5 2 3 6 3 6 5 3 2 6 4 5 6 4 6 0 5 6 3 5 1     150000      93750     162500 
5328	   8750	1 5 2 6 5 5 3 5 5 3 5 5 4 5 5 0 6 5 4 6 5 6 6 5 2 6 5     250000     150000       6250 
5823	   6306	3 2 5 6 6 5 1 5 5 3 5 5 4 5 5 0 5 6 4 5 6 6 5 6 2 5 6     250000       8696     147826 
5922	   5001	3 1 5 6 2 5 1 5 5 3 5 5 4 5 5 0 5 6 4 5 6 6 5 6 2 5 6     250000       7143     150000 
0	5458000	6 1 0 6 0 0 4 0 0 5 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0     720000     229500          0 
99	1170250	0 4 5 0 5 2 4 2 5 0 1 0 0 6 6 0 5 4 0 6 4 0 3 5 0 6 0      31250     450000          0 
198	 846500	5 2 5 5 1 3 3 1 6 6 3 4 2 6 5 0 3 4 2 6 4 6 2 4 6 5 1     245000      65000     125000 
396	 205500	5 6 0 0 5 3 5 6 4 6 3 5 6 3 2 1 4 4 6 2 4 6 6 5 6 1 5     116500     164000     122000 
594	 102144	6 2 5 3 2 3 3 0 1 6 2 4 6 2 4 2 6 6 5 6 6 5 6 0 6 4 5     134286      31428     234286 
1386	  56250	2 5 6 2 3 3 5 1 3 2 4 6 2 4 6 6 6 2 6 6 5 6 0 5 4 5 6      33750     250000     125000 
2664	  24092	0 2 3 1 3 5 2 1 6 3 4 5 3 4 5 4 6 6 4 6 6 5 0 6 5 5 6      86365     163635     154546 
6894	  15004	0 6 0 1 5 1 3 6 2 4 5 3 4 5 3 5 6 4 3 6 4 2 6 5 6 6 5     166668     155556      83332 
0	3341500	5 0 0 6 0 0 2 0 0 4 0 0 1 0 0 3 0 0 6 0 0 0 0 0 0 0 0     720000          0          0 
99	1101502	0 3 4 0 1 6 0 2 5 0 5 4 0 6 6 0 6 5 0 6 2 0 1 3 0 5 1      27778     200000     250000 
198	 993167	5 3 0 3 6 4 5 6 6 1 2 0 3 6 3 1 2 1 6 5 6 5 4 5 1 5 1       8333     325000     125000 
297	 812500	0 3 6 4 6 4 6 6 3 0 2 4 3 6 6 1 2 3 6 5 5 5 4 1 1 5 0      97000     281000      61000 
396	 647334	0 4 3 3 4 5 0 6 2 6 3 5 1 6 6 3 4 6 5 2 6 1 6 1 5 5 5     112500     166667     136111 
495	  90400	5 0 2 6 3 5 6 6 4 6 5 5 1 6 3 4 6 2 4 4 1 5 6 6 0 3 5      94200     168600     143000 
1089	  53573	2 4 5 4 3 0 4 5 6 5 6 1 0 3 4 2 6 5 1 6 3 6 2 6 5 5 6      54286     151428     197143 
2367	  29286	6 4 0 5 0 1 5 6 2 6 1 3 3 4 3 6 5 4 6 3 4 2 6 5 5 6 5     157142     157144      92856 
2862	  15004	6 0 5 6 1 0 5 2 4 5 3 4 5 3 3 6 4 3 6 4 1 6 5 6 6 5 2     155556      83332     166668 
5130	  11250	5 1 6 5 5 0 5 5 4 5 5 4 5 5 3 6 5 3 6 5 1 6 5 6 6 5 2     150000       6250     250000 
5526	   5001	1 1 5 6 2 5 4 5 5 4 5 5 3 5 5 3 5 6 0 5 6 6 5 6 2 5 6     250000       7143     150000 
0	3341500	4 0 0 5 0 0 3 0 0 2 0 0 6 0 0 6 0 0 1 0 0 0 0 0 0 0 0     720000          0          0 
99	1091504	0 2 6 0 2 0 0 6 6 0 3 5 0 4 1 0 4 4 0 3 1 0 5 6 0 5 6       4286     254286     211428 
198	 791046	4 1 5 2 6 5 4 1 4 6 3 3 6 5 3 6 6 6 6 2 0 0 6 5 3 5 2     134091     127273     181818 
495	 183500	1 3 5 6 0 4 6 5 4 3 6 3 5 6 3 6 4 6 2 1 0 6 5 5 5 4 2     153167     127333     122666 
792	 134750	4 6 5 6 4 0 6 4 4 3 0 3 5 5 3 6 6 6 2 1 1 6 5 5 5 3 2     180750     139750      89750 
1089	  64000	1 6 5 3 4 4 6 6 6 5 2 3 1 6 1 4 0 4 1 5 6 6 3 3 6 5 5      52000     250000      99000 
1881	  50000	1 5 6 3 4 4 5 6 6 5 3 2 1 1 6 4 4 0 1 6 5 6 3 3 6 5 5      54000      93000     260000 
5022	  15004	0 6 5 4 6 5 3 5 5 2 5 5 1 5 5 4 6 5 6 6 5 3 6 5 5 6 5     250000     141667      13889 
5616	  10628	4 2 6 1 5 5 2 5 6 3 5 5 0 5 5 4 5 6 6 5 6 3 5 6 5 5 6     250000      15625     141667 
0	3341500	6 0 0 5 0 0 6 0 0 3 0 0 1 0 0 4 0 0 2 0 0 0 0 0 0 0 0     720000          0          0 
99	1091503	2 6 2 0 4 2 5 1 4 0 6 2 0 6 2 0 5 2 0 3 0 0 3 1 0 5 1      26667     386667      63333 
198	 851500	5 6 6 4 6 5 2 2 4 6 6 4 4 5 3 4 5 6 5 1 3 3 2 3 3 0 1     100000     250000     100000 
396	 634834	6 6 6 6 5 5 4 5 4 6 2 4 5 3 3 5 2 6 1 0 3 2 5 3 0 6 1     216668      74999     141667 
594	 610974	5 0 2 4 5 4 1 6 3 5 6 0 1 3 6 1 5 3 5 6 6 6 6 6 4 5 5     126315      57896     247367 
792	 165000	3 6 4 4 6 1 4 4 2 6 6 5 6 5 6 5 5 6 3 1 1 3 2 2 5 0 0     150000     250000          0 
1089	 141500	5 3 6 4 3 6 3 5 5 1 6 2 6 4 5 6 6 4 2 1 0 6 3 6 0 4 5      92000     137500     183000 
1188	 132500	6 2 5 6 4 4 4 3 1 6 0 3 5 6 4 5 3 6 1 6 5 2 6 6 0 5 5     112500     162500     137500 
1386	 111668	3 6 3 0 6 4 3 4 4 5 6 6 2 5 6 6 5 5 5 1 3 3 2 3 6 0 5      26666     233334     140000 
1485	  99000	3 3 6 0 4 6 6 4 4 6 6 6 3 6 5 5 5 5 6 3 1 6 3 2 5 5 0      33000     133000     234000 
1980	  61000	6 4 3 6 4 3 4 3 4 6 4 6 5 6 6 5 3 5 1 6 3 2 6 3 0 5 5     255000      48000     101000 
2178	  28572	4 3 2 6 4 0 6 5 1 6 4 3 3 6 4 5 3 6 6 6 5 6 6 6 5 5 5      63572      90716     254996 
8559	  22144	0 2 0 4 6 1 4 6 2 6 6 3 6 1 3 5 5 4 3 6 4 3 6 5 5 5 5     153570     158572      96430 
0	3341500	6 0 0 5 0 0 6 0 0 3 0 0 4 0 0 2 0 0 1 0 0 0 0 0 0 0 0     720000          0          0 
99	1209836	0 5 5 0 2 5 0 6 6 0 3 1 0 5 2 0 6 3 0 6 6 0 2 4 0 4 2      27778     196668     254998 
198	 830072	5 5 1 3 2 0 0 6 2 5 3 3 4 5 3 4 6 4 6 6 2 1 2 3 6 4 0     218568     184288      15716 
297	 803500	3 5 3 4 1 2 6 6 0 6 3 0 6 5 2 5 6 5 6 6 3 0 2 4 4 4 6      62000     282000      94000 
396	 634834	5 5 1 6 3 2 6 0 6 3 5 3 5 4 3 6 4 6 6 6 6 2 1 2 4 6 2     119996     240006      46668 
594	  86250	5 5 6 1 3 5 0 6 0 5 3 0 4 5 0 4 6 0 6 6 0 1 2 0 6 4 0     127500     263750      17500 
1287	  65000	5 1 5 6 5 3 0 1 6 5 0 3 4 6 5 4 1 6 6 0 6 1 0 2 6 4 4      99375      51875     250000 
1881	  55000	0 5 5 4 1 3 2 6 5 3 6 3 3 6 5 4 5 6 6 6 6 1 0 2 6 4 4      90000     160000     160000 
1980	  54000	3 6 4 3 6 2 2 5 0 6 5 3 6 6 3 5 5 4 6 4 6 0 5 1 4 1 6     156000     161000      94000 
2475	  32274	0 3 4 6 6 2 6 5 0 3 5 3 5 6 3 6 5 4 6 4 6 2 5 1 4 1 6     145456     163636      95454 
3654	  13698	6 4 5 1 2 5 5 0 5 5 3 5 5 3 5 5 4 6 5 6 6 5 1 6 5 6 6       8695     250000     147827 
3753	  11250	5 5 4 5 1 2 5 5 0 5 5 3 5 5 3 6 5 4 6 5 6 6 5 1 6 5 6     150000       6250     250000 
3951	   6306	4 2 5 2 6 5 0 5 5 3 5 5 3 5 5 4 5 6 6 5 6 1 5 6 6 5 6     250000       8696     147826 
4644	   5001	2 4 5 1 2 5 5 0 5 5 3 5 5 3 5 5 4 6 5 6 6 5 1 6 5 6 6       7143     250000     150000 
0	3341500	4 0 0 1 0 0 6 0 0 5 0 0 3 0 0 2 0 0 6 0 0 0 0 0 0 0 0     720000          0          0 
99	1644836	0 2 5 0 6 2 0 3 6 0 5 5 0 1 4 0 1 4 0 6 3 0 5 1 0 4 0      27408     493336       3328 
198	 884834	6 6 6 5 6 0 5 3 0 6 6 0 1 1 0 5 4 0 3 4 0 0 4 0 2 2 0     266667     183333          0 
297	 833724	6 2 3 5 2 1 5 1 4 4 6 5 6 1 1 4 6 4 3 0 2 0 5 3 6 6 2     324444      42222      87778 
396	 588869	6 2 0 5 2 5 5 1 3 4 6 6 6 1 5 4 6 1 3 0 2 0 5 3 6 6 3     250526      88421      83158 
891	 588091	6 2 2 5 2 6 5 1 1 4 6 3 6 1 2 4 6 5 3 0 3 0 5 6 6 6 5     229364      47091     135318 
990	 135800	2 6 1 3 5 5 3 5 5 5 4 3 2 6 2 6 4 6 1 3 1 6 0 6 2 6 5      63400     250000      95800 
1386	  55000	2 1 6 2 6 5 5 1 5 3 3 4 2 2 6 6 5 4 1 3 3 6 6 0 5 5 6      53000     101000     250000 
2466	  35359	1 5 6 2 4 6 1 5 5 3 5 4 2 5 6 5 5 4 3 5 3 6 5 0 5 5 6     128572      37500     242857 
3555	  28572	5 1 6 6 2 6 6 1 5 3 3 0 2 2 4 6 5 5 1 3 6 6 6 4 5 5 3      63572      95712     250000 
8478	  15004	0 1 6 1 0 6 2 2 5 3 3 5 3 3 5 4 4 6 4 4 6 5 6 6 5 5 6      83332     166668     155556 
0	3341500	6 0 0 4 0 0 6 0 0 3 0 0 2 0 0 5 0 0 1 0 0 0 0 0 0 0 0     720000          0          0 
99	 953378	0 6 0 0 3 1 4 6 3 0 5 4 0 6 6 0 5 5 0 2 3 0 3 5 0 4 1      15313     307187     127500 
198	 944834	6 5 4 3 4 0 5 0 0 3 6 0 3 4 0 6 6 0 4 5 0 1 2 0 6 1 0     166667     276667          0 
297	 711501	6 0 0 0 1 6 6 3 4 5 4 5 6 6 2 5 5 1 2 3 3 3 5 6 4 1 4     272500      94166      66667 
396	 545253	6 3 6 3 3 0 4 0 5 5 5 6 6 5 5 5 2 6 2 1 6 3 4 1 4 1 6     185417      79166     145834 
594	 137000	3 0 6 4 3 1 4 6 6 0 5 5 4 5 6 6 0 5 3 4 2 6 5 3 5 6 4      66000      92000     260000 
1188	  78044	6 0 4 6 5 6 1 6 6 3 5 4 3 6 3 6 5 6 4 2 5 1 3 4 6 4 5     121740     234784      47824 
1584	  60000	6 6 5 3 5 4 6 2 0 5 3 6 5 3 4 0 6 6 4 4 5 5 1 2 6 6 1     150000     160000      95000 
2376	  54000	6 6 3 1 3 0 6 6 4 5 5 0 6 5 4 5 0 6 2 4 3 3 5 6 4 6 5     255000      67000      89000 
3555	  49286	3 5 6 0 3 1 4 6 6 0 5 5 4 5 6 6 0 5 3 4 2 6 5 3 5 6 4      97144      45714     260000 
7200	  45000	6 5 2 3 0 6 0 0 6 4 0 1 3 4 3 6 6 6 5 3 5 4 6 4 5 5 5      94000      52000     260000 
0	3341500	6 0 0 6 0 0 4 0 0 2 0 0 3 0 0 5 0 0 1 0 0 0 0 0 0 0 0     720000          0          0 
99	1294000	0 1 6 0 6 4 0 1 0 0 5 6 0 5 0 0 6 5 0 2 3 0 6 3 0 4 0          0     247500     225000 
198	 944834	5 4 0 3 5 3 6 4 6 3 6 6 2 4 4 5 6 3 6 3 2 0 6 2 1 0 1     276667     166667          0 
297	 721501	3 5 5 6 5 2 6 1 3 3 2 6 4 5 0 6 4 5 0 6 6 5 6 1 4 0 1     188889     122223     122221 
396	 621501	6 6 4 1 4 4 5 3 1 6 3 2 5 0 4 1 6 3 5 6 0 5 4 5 2 6 3     183334     183333      66664 
495	 291000	3 5 4 6 5 3 6 6 6 3 3 4 4 2 6 6 5 2 0 6 1 5 0 6 4 1 5     110500     164500     116000 
594	 213250	6 3 6 4 1 4 6 0 5 4 1 0 2 5 4 5 6 6 5 6 2 3 6 5 5 3 6     169500     140250      90500 
693	 204500	6 5 0 4 6 6 6 4 6 4 3 4 0 6 6 5 2 2 5 1 1 3 5 6 5 3 5     129666     160167     120333 
990	 152500	5 5 5 6 6 6 6 4 6 3 3 3 2 6 4 5 2 6 6 1 0 0 5 5 1 3 4      96500     137500     178500 
1386	 142500	3 0 3 5 5 4 4 6 5 1 4 0 5 6 4 6 2 6 6 1 2 6 6 5 3 5 6     178500      96500     137500 
1485	 132274	4 6 2 4 5 6 1 3 5 2 3 4 5 0 1 1 6 5 5 6 5 5 4 3 2 6 5      95459     240911      68178 
1683	 126667	6 2 6 4 6 6 3 5 0 3 4 1 0 1 4 6 5 2 6 5 6 4 3 5 6 5 6     141667     177778      88888 
3060	  92500	5 6 1 6 2 6 6 5 5 3 0 3 4 4 6 6 6 2 0 2 1 5 5 5 4 6 3     213750      61250     137500 
3555	  29287	3 1 0 3 4 1 5 6 2 0 5 3 4 5 3 6 6 4 2 6 4 5 6 5 6 6 5     157143     157143      92857 
3654	  28572	6 0 6 4 1 4 3 2 5 5 3 3 5 3 2 6 4 5 6 4 6 6 5 0 6 5 1     154288      90716     164280 
5238	  25715	0 0 2 1 4 5 2 3 4 3 5 1 3 5 5 4 6 6 4 6 6 5 6 6 5 6 3      92143     152858     162856 
8001	  22145	0 2 6 1 6 0 2 6 1 3 5 3 3 5 3 4 6 4 4 6 4 5 6 5 5 6 5     101426     158571     148574 
0	3341500	6 0 0 3 0 0 5 0 0 4 0 0 6 0 0 2 0 0 1 0 0 0 0 0 0 0 0     720000          0          0 
