0	893334.000000
288	154708.000000
486	120534.000000
585	70960.000000
0	1108000.000000
288	165158.000000
873	115376.000000
0	830550.000000
99	797600.000000
486	663108.000000
585	147120.000000
1458	81954.000000
0	1104000.000000
99	1086000.000000
486	170340.000000
585	157100.000000
684	126154.000000
1269	118954.000000
0	1037576.000000
288	138800.000000
774	111608.000000
0	1452000.000000
387	175242.000000
1071	156616.000000
0	1295000.000000
198	945780.000000
684	177004.000000
882	100000.000000
1755	96676.000000
0	1171000.000000
99	838000.000000
297	608000.000000
396	554414.000000
882	123400.000000
1278	66286.000000
0	766500.000000
288	119512.000000
1161	59762.000000
0	786000.000000
387	572860.000000
486	520274.000000
585	161430.000000
783	70000.000000
1368	58832.000000
0	849430.000000
387	133336.000000
684	126676.000000
1557	82444.000000
0	1186000.000000
99	876000.000000
198	821500.000000
585	189580.000000
882	131224.000000
0	670000.000000
288	555480.000000
387	175800.000000
873	70226.000000
0	874890.000000
288	649000.000000
387	223012.000000
1071	129652.000000
1665	114124.000000
0	946000.000000
288	138954.000000
972	118800.000000
0	1134000.000000
387	145500.000000
1071	118224.000000
1368	90430.000000
0	955000.000000
288	82002.000000
0	1090000.000000
387	124708.000000
684	110000.000000
1080	104000.000000
1665	87768.000000
0	1381000.000000
387	555186.000000
783	535000.000000
0	888672.000000
288	68008.000000
486	60008.000000
