0	6014800.000000
396	5746800.000000
1872	251566.000000
0	5111000.000000
1674	219520.000000
0	5614800.000000
1773	251744.000000
4536	251566.000000
0	5470600.000000
1377	219520.000000
0	3866800.000000
1377	219520.000000
0	5075800.000000
1584	5062800.000000
3258	219520.000000
0	4560800.000000
2664	251566.000000
5922	219520.000000
0	6097800.000000
1080	219520.000000
0	6057800.000000
2169	251566.000000
10152	219520.000000
0	6446300.000000
1179	251566.000000
5121	219520.000000
0	5115050.000000
1971	219520.000000
0	5957400.000000
1386	4990800.000000
3159	251566.000000
7893	243200.000000
13626	219520.000000
0	6127800.000000
1575	243200.000000
7488	219520.000000
0	5881800.000000
396	5552600.000000
1980	4509300.000000
3555	251566.000000
9171	219520.000000
0	6706800.000000
2070	255500.000000
2268	251566.000000
10746	219520.000000
0	4507800.000000
2574	4467800.000000
4059	4417300.000000
5148	4317800.000000
5643	3646800.000000
6534	3454600.000000
7227	3280000.000000
9099	262968.000000
12159	251566.000000
0	6309800.000000
1386	6211800.000000
2277	5870200.000000
3267	5807800.000000
3366	5227800.000000
4644	251566.000000
8586	219520.000000
0	6499800.000000
1377	267640.000000
4041	251566.000000
11736	219520.000000
0	6297800.000000
2763	219520.000000
0	5039800.000000
1080	219520.000000
