0	5408800.000000
198	4438800.000000
396	4392800.000000
990	3729800.000000
1188	3693000.000000
1683	3685400.000000
1980	3546800.000000
2079	3524800.000000
2178	3492600.000000
2376	3459400.000000
2475	3429600.000000
2574	3002800.000000
2772	2741800.000000
3168	2537800.000000
3564	2527800.000000
3663	2277800.000000
3762	2243800.000000
3960	2237800.000000
4059	2215800.000000
4653	1759800.000000
5445	1597800.000000
6138	1507800.000000
7713	251566.000000
0	5111000.000000
594	4335400.000000
990	3861800.000000
1485	2870800.000000
2178	2828926.000000
2277	2466300.000000
3168	2171134.000000
4743	251566.000000
10854	219520.000000
0	5614800.000000
396	5593800.000000
495	4096300.000000
693	3290306.000000
2268	251566.000000
0	5470600.000000
297	4512800.000000
594	3985050.000000
1287	3105800.000000
2277	2851800.000000
2475	2827800.000000
2574	2801800.000000
2673	2682800.000000
3069	2651800.000000
3762	2069300.000000
4059	2041800.000000
5049	1976800.000000
5346	1971800.000000
5544	1846800.000000
6534	1826800.000000
7029	1806800.000000
8307	267640.000000
0	3866800.000000
891	3553800.000000
1188	3310300.000000
2871	3281800.000000
2970	3067800.000000
4059	3012800.000000
4653	2657800.000000
5346	2218552.000000
6921	219520.000000
0	5075800.000000
99	4936300.000000
297	4623800.000000
693	4620800.000000
792	4383300.000000
891	3784800.000000
1287	3783800.000000
1584	3747300.000000
1683	3663800.000000
1782	3642800.000000
1881	3621300.000000
1980	3598800.000000
2772	3468800.000000
3069	2450800.000000
3168	2425800.000000
4941	214000.000000
10071	206068.000000
0	4560800.000000
495	4057800.000000
693	3861800.000000
891	3478468.000000
1287	3101550.000000
1386	2817800.000000
2178	2747800.000000
2277	2745134.000000
2376	2423800.000000
3366	2293400.000000
4545	251566.000000
9666	219520.000000
0	6097800.000000
99	5592600.000000
495	5315300.000000
594	5305300.000000
990	4428800.000000
1188	4266800.000000
1386	3911400.000000
1881	3857800.000000
1980	3395800.000000
2079	2960600.000000
2871	2538600.000000
3069	2520800.000000
3465	2374400.000000
3663	2357000.000000
3960	2195800.000000
5049	2095800.000000
5148	1897800.000000
6336	1824600.000000
7227	1665134.000000
8703	267640.000000
0	5117400.000000
297	5105800.000000
594	4740800.000000
693	4447800.000000
1188	3906550.000000
1980	3889800.000000
2178	3825550.000000
2277	3278400.000000
4050	219520.000000
0	6446300.000000
495	6390800.000000
693	6201800.000000
891	5322800.000000
990	4855100.000000
1485	3516000.000000
1584	3271400.000000
1782	3136300.000000
2574	3032300.000000
2970	3008360.000000
3267	2943300.000000
3366	2713800.000000
3960	2475230.000000
5049	2451230.000000
5247	1835400.000000
5841	1820300.000000
7614	267640.000000
11169	219520.000000
0	5115050.000000
99	4670300.000000
297	4336800.000000
594	4307134.000000
891	3744800.000000
990	3447800.000000
1287	3305300.000000
1485	2875800.000000
2178	2567800.000000
3456	267640.000000
6021	219520.000000
0	5957400.000000
99	4777800.000000
396	4735800.000000
1188	4468050.000000
1485	3551300.000000
1584	3384800.000000
2178	3347800.000000
2574	2751200.000000
3168	2603800.000000
4545	219520.000000
0	6127800.000000
198	5294300.000000
297	5293800.000000
495	4787800.000000
594	4083800.000000
1089	3816528.000000
1584	3582800.000000
1980	2962200.000000
2277	2899300.000000
2376	2888800.000000
2673	2781800.000000
3465	2647088.000000
3762	2441800.000000
4356	2264300.000000
5733	267640.000000
8496	251566.000000
9288	250504.000000
0	4010800.000000
297	3727800.000000
495	3613800.000000
1287	3391800.000000
1386	3332800.000000
1584	3067800.000000
2079	2355800.000000
2772	2319800.000000
3168	2123800.000000
3564	2069800.000000
4455	1737800.000000
5643	1653200.000000
7218	267640.000000
10080	251566.000000
0	5446800.000000
99	4510800.000000
792	4374050.000000
990	3918800.000000
1188	3885000.000000
1683	3480300.000000
1980	3419800.000000
2772	3379800.000000
3366	2798800.000000
4158	2489050.000000
4851	2207800.000000
6525	251566.000000
11160	219520.000000
0	4507800.000000
792	4427800.000000
891	4397800.000000
1683	3857400.000000
1782	3739800.000000
1980	3583800.000000
2277	3519800.000000
2574	3441800.000000
2673	3435800.000000
2772	2807800.000000
2970	2456800.000000
4158	2410800.000000
4356	2273050.000000
4653	2238300.000000
4752	2199800.000000
6228	251566.000000
7218	244926.000000
10278	229432.000000
0	6447800.000000
198	5493800.000000
396	3694050.000000
1089	3346700.000000
1287	3274800.000000
1980	3257800.000000
2277	2977800.000000
2574	2807800.000000
3069	2777800.000000
3168	2595134.000000
3267	2581800.000000
3663	2575134.000000
4059	2421800.000000
4257	2383800.000000
4356	2345800.000000
4455	1979300.000000
4752	1679800.000000
5445	1669800.000000
6921	251566.000000
9000	225440.000000
0	6499800.000000
99	6261800.000000
198	6251800.000000
396	5823300.000000
495	5080800.000000
693	4417800.000000
792	3729050.000000
1386	3716800.000000
1485	3517300.000000
1584	3487800.000000
1683	2805800.000000
1980	2803300.000000
2079	2798800.000000
2178	2572800.000000
2574	2560800.000000
2871	2207800.000000
4446	219520.000000
0	6297800.000000
99	5684800.000000
198	4467800.000000
495	3706800.000000
