0	1267000.000000
99	1189500.000000
594	1084000.000000
990	1041572.000000
1089	1015500.000000
1188	969800.000000
1287	836000.000000
1485	827000.000000
2178	806000.000000
2277	788000.000000
2376	776000.000000
3069	722000.000000
3366	714000.000000
3465	658572.000000
7227	653336.000000
8217	622000.000000
9801	610000.000000
15534	604000.000000
17415	603500.000000
18603	601500.000000
21078	597002.000000
24741	596404.000000
27216	594800.000000
28008	592000.000000
28602	584000.000000
28899	570668.000000
29295	564668.000000
29493	564002.000000
31473	564000.000000
31770	550000.000000
32958	527394.000000
35136	516000.000000
36621	504860.000000
37116	497200.000000
0	1964000.000000
99	1608000.000000
198	1570000.000000
297	1556000.000000
594	1298806.000000
693	1296184.000000
990	1276730.000000
1287	1236000.000000
1386	1230000.000000
1584	1229500.000000
1683	1215618.000000
1782	1208000.000000
1881	1184386.000000
1980	1109940.000000
2079	1074000.000000
2475	1060000.000000
2574	1045000.000000
2673	1019000.000000
2772	993000.000000
3168	857144.000000
3366	843250.000000
3762	840750.000000
4257	829500.000000
4554	829430.000000
4851	809336.000000
4950	787750.000000
5247	787500.000000
6039	752000.000000
7623	732000.000000
7821	720000.000000
9603	719200.000000
9999	710000.000000
10296	690000.000000
10395	681000.000000
10494	674000.000000
10593	651572.000000
11682	651084.000000
14157	646200.000000
14355	630000.000000
14751	617000.000000
17226	612000.000000
17424	604336.000000
19800	590000.000000
22176	565864.000000
28899	562212.000000
29592	548336.000000
33552	545000.000000
33651	531716.000000
36522	530836.000000
38502	529430.000000
39888	525000.000000
40581	512500.000000
42066	192000.000000
0	1315200.000000
693	1154000.000000
2079	1049000.000000
2772	982738.000000
2871	893600.000000
3366	875000.000000
3564	755000.000000
3861	754000.000000
4059	740000.000000
4257	725000.000000
4752	708000.000000
4950	698000.000000
5445	694000.000000
5841	675338.000000
6336	667988.000000
6534	663848.000000
6930	658674.000000
7029	639144.000000
7326	636000.000000
7623	625000.000000
7722	608574.000000
7821	598800.000000
8316	574002.000000
9009	564648.000000
9405	563334.000000
9504	559716.000000
9999	537000.000000
11187	529370.000000
11286	525200.000000
12870	514000.000000
13860	512552.000000
14355	507940.000000
15939	501314.000000
16632	492860.000000
17919	167000.000000
19998	150146.000000
33246	143696.000000
42057	138464.000000
0	1014250.000000
792	897200.000000
1188	894924.000000
3762	841560.000000
4257	829000.000000
4554	815060.000000
4851	802000.000000
4950	796000.000000
5247	790000.000000
5346	781250.000000
5445	772000.000000
5544	750000.000000
5742	730000.000000
6435	710000.000000
6633	708400.000000
6732	700000.000000
6831	690000.000000
7326	670000.000000
7920	662728.000000
8415	643336.000000
8910	640002.000000
9009	630000.000000
9306	622112.000000
9405	616344.000000
9504	612500.000000
9702	602728.000000
9900	598572.000000
10098	592858.000000
10296	586000.000000
10989	578000.000000
11088	576252.000000
11286	568668.000000
11979	560478.000000
12375	558126.000000
13167	550004.000000
14355	550000.000000
14652	543334.000000
16038	530004.000000
16929	530002.000000
18018	519190.000000
19008	517568.000000
21879	514326.000000
24354	239432.000000
24948	199000.000000
25245	179000.000000
26532	167000.000000
27324	160000.000000
27918	154858.000000
28809	135112.000000
34344	120000.000000
36720	103534.000000
0	1434000.000000
99	1424000.000000
792	1146000.000000
3564	1124000.000000
3960	1007000.000000
