0	2839800.000000
6435	2775800.000000
17415	2587800.000000
17811	2473800.000000
18306	2461800.000000
18405	2449800.000000
19692	2441800.000000
19791	2432200.000000
20088	2421800.000000
21771	2362800.000000
25038	2333800.000000
25236	2135800.000000
42948	2077800.000000
44631	1943800.000000
68877	1934800.000000
0	2839800.000000
8109	2835800.000000
9000	2813800.000000
9297	2697800.000000
11574	2521300.000000
26811	1566200.000000
0	3359000.000000
99	3245800.000000
198	3203800.000000
1485	3169800.000000
2574	3121000.000000
2673	2987800.000000
3168	2975800.000000
3564	2943800.000000
4356	2896600.000000
4653	2848800.000000
4752	2805400.000000
5247	2706400.000000
7425	2665300.000000
8019	2263800.000000
11286	2209800.000000
13662	1896800.000000
14355	1857800.000000
23157	1845800.000000
0	2839800.000000
7713	2307300.000000
21870	2177900.000000
25236	1947300.000000
25335	1892050.000000
26325	1873800.000000
37017	1872800.000000
56610	1868800.000000
0	3359000.000000
693	2955800.000000
990	2913800.000000
1287	2753800.000000
1386	2705800.000000
1683	2673800.000000
3366	2493300.000000
3663	2382200.000000
7920	2363800.000000
8019	2201000.000000
38475	1399300.000000
0	2839800.000000
1386	2343000.000000
1683	2200800.000000
1881	2183400.000000
2079	2177400.000000
2376	1927800.000000
2871	1832800.000000
3564	1822800.000000
10593	1792800.000000
23157	1758800.000000
24543	1750300.000000
36720	1741136.000000
67086	1566200.000000
71046	1565600.000000
71343	1560700.000000
0	1438622.000000
37881	1432600.000000
66096	1400134.000000
0	1566200.000000
0	2314444.000000
45684	1424800.000000
0	1444074.000000
0	1424800.000000
0	2475300.000000
7128	1776800.000000
25920	1762800.000000
32058	1694300.000000
39186	1690200.000000
52947	1657800.000000
0	2839800.000000
4158	2074800.000000
47574	1929800.000000
63315	1917800.000000
66285	1914800.000000
73215	1910800.000000
0	2839800.000000
6633	2728800.000000
7326	2684800.000000
9207	2645800.000000
21672	2410800.000000
36126	2408800.000000
53937	2342800.000000
0	2839800.000000
990	2631800.000000
1188	2621800.000000
1287	2581800.000000
1782	2542200.000000
2277	2522800.000000
2475	2391800.000000
6732	2386300.000000
10692	2353800.000000
12870	2330300.000000
13662	2317800.000000
61920	2255300.000000
0	1434074.000000
0	1566200.000000
0	452000.000000
0	1417032.000000
0	1336270.000000
